City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm)
Пришиб,2016,12,-3.0,6.9,-15.4,3.3,21.02,0.0
Рава Руська,2016,1,-3.8,9.1,-18.5,2.6,66.3,7.0
Рава Руська,2016,2,3.9,13.5,-5.9,3.2,62.91,1.0
Рава Руська,2016,3,4.0,15.2,-4.8,2.4,43.2,2.0
Рава Руська,2016,4,10.0,24.4,-2.2,2.9,76.4,0.0
Рава Руська,2016,5,14.3,26.3,2.7,2.0,86.5,0.0
Рава Руська,2016,6,18.6,32.2,6.0,2.2,82.22,0.0
Рава Руська,2016,7,19.4,30.7,9.5,2.5,95.44,0.0
Рава Руська,2016,8,18.5,30.5,7.3,1.9,43.11,0.0
Рава Руська,2016,9,15.4,29.5,3.8,1.8,25.61,0.0
Рава Руська,2016,10,6.9,23.4,-2.4,2.8,148.71,0.0
Рава Руська,2016,11,2.6,14.8,-6.5,3.0,64.82,0.0
Рава Руська,2016,12,-0.6,5.5,-9.1,3.8,56.06,0.0
Рахів,2016,1,-3.2,9.1,-17.3,1.5,154.51,0.0
Рахів,2016,2,3.4,14.7,-5.7,1.2,140.63,0.0
Рахів,2016,3,4.8,16.2,-5.7,1.0,47.43,0.0
Рахів,2016,4,11.1,24.9,-1.3,0.8,71.32,0.0
Рахів,2016,5,12.9,28.5,2.9,0.7,101.05,0.0
Рахів,2016,6,18.7,32.7,4.2,0.6,94.71,0.0
Рахів,2016,7,18.9,31.7,7.7,0.5,107.11,0.0
Рахів,2016,8,18.0,31.1,8.3,0.5,101.8,0.0
Рахів,2016,9,15.2,30.0,3.1,0.5,31.21,0.0
Рахів,2016,10,7.3,21.5,-1.1,0.6,99.21,0.0
Рахів,2016,11,2.1,14.6,-8.1,0.4,81.51,0.0
Рахів,2016,12,-4.3,4.1,-13.3,0.3,76.42,0.0
Рівне,2016,1,-5.0,7.5,-19.4,4.4,35.3,10.0
Рівне,2016,2,2.6,13.1,-4.3,5.0,26.1,1.0
Рівне,2016,3,3.4,13.1,-4.5,4.0,21.3,0.7
Рівне,2016,4,10.7,25.8,-1.4,3.9,60.3,0.0
Рівне,2016,5,14.6,26.3,2.8,2.8,33.0,0.0
Рівне,2016,6,19.2,32.3,5.9,3.2,65.2,0.0
Рівне,2016,7,20.4,33.1,9.2,3.4,35.7,0.0
Рівне,2016,8,19.5,32.1,4.7,2.8,34.7,0.0
Рівне,2016,9,15.3,30.0,2.7,2.6,6.0,0.0
Рівне,2016,10,6.3,24.2,-3.5,4.5,116.8,0.0
Рівне,2016,11,0.9,11.3,-12.4,4.7,50.6,8.0
Рівне,2016,12,-1.8,7.9,-15.0,5.4,41.7,10.0
Ромни,2016,1,-8.1,3.2,-22.7,2.0,96.52,55.0
Ромни,2016,2,0.6,9.8,-9.4,2.3,45.5,25.0
Ромни,2016,3,2.9,12.9,-5.1,1.8,52.4,6.0
Ромни,2016,4,11.4,23.2,1.0,2.0,45.0,0.0
Ромни,2016,5,15.0,24.9,4.6,1.3,158.2,0.0
Ромни,2016,6,19.3,30.0,6.4,1.3,177.52,0.0
Ромни,2016,7,21.4,34.2,10.8,1.4,56.01,0.0
Ромни,2016,8,20.2,31.7,10.5,1.4,40.63,0.0
Ромни,2016,9,13.7,28.4,3.8,1.3,7.23,0.0
Ромни,2016,10,6.0,24.6,-2.3,1.3,66.71,0.0
Ромни,2016,11,0.0,14.2,-11.8,2.2,61.89,0.0
Ромни,2016,12,-3.6,4.1,-14.4,2.0,86.97,0.0
Сарни,2016,1,-4.6,8.9,-19.7,2.5,49.2,16.0
Сарни,2016,2,2.7,12.0,-5.2,3.4,38.5,1.0
Сарни,2016,3,3.6,15.0,-5.8,2.6,37.7,0.7
Сарни,2016,4,10.6,25.9,-2.4,2.6,37.2,0.0
Сарни,2016,5,15.1,27.6,2.8,1.8,44.2,0.0
Сарни,2016,6,19.9,32.7,4.3,2.4,23.2,0.0
Сарни,2016,7,21.1,34.7,10.8,2.7,43.1,0.0
Сарни,2016,8,19.7,33.1,5.5,2.0,27.0,0.0
Сарни,2016,9,15.0,29.7,3.1,1.8,5.4,0.0
Сарни,2016,10,6.4,24.8,-1.7,3.3,101.1,0.0
Сарни,2016,11,1.7,8.6,-10.9,2.3,50.2,3.0
Сарни,2016,12,-1.0,8.9,-17.6,2.0,57.3,15.0
Світловодськ,2016,1,-5.8,5.3,-24.6,3.1,97.7,22.0
Світловодськ,2016,2,1.9,9.8,-8.1,2.9,28.3,4.0
Світловодськ,2016,3,4.4,15.1,-3.6,3.2,55.5,7.0
Світловодськ,2016,4,12.6,24.8,3.8,2.6,53.1,0.0
Світловодськ,2016,5,15.9,24.8,6.1,1.7,107.5,0.0
Світловодськ,2016,6,20.8,32.0,9.3,1.9,60.9,0.0
Світловодськ,2016,7,23.6,36.8,13.0,2.1,17.6,0.0
Світловодськ,2016,8,22.2,34.2,13.0,2.3,96.5,0.0
Світловодськ,2016,9,16.2,30.3,6.2,1.8,7.0,0.0
Світловодськ,2016,10,7.2,23.6,-5.0,2.9,113.4,0.0
Світловодськ,2016,11,2.1,18.2,-10.2,3.2,83.9,1.0
Світловодськ,2016,12,-2.1,5.8,-10.6,3.2,33.8,19.0
Севастополь,2016,1,3.5,17.6,-10.6,3.9,47.77,0.0
Севастополь,2016,2,7.3,17.5,-1.6,3.5,40.34,0.0
Севастополь,2016,3,8.2,17.6,-1.9,3.4,17.89,0.0
Севастополь,2016,4,12.8,23.2,3.2,3.4,20.14,0.0
Севастополь,2016,5,16.3,25.5,8.3,2.8,10.12,0.0
Севастополь,2016,6,23.0,34.4,10.6,3.2,34.42,0.0
Севастополь,2016,7,24.1,31.3,10.6,3.3,25.32,0.0
Севастополь,2016,8,25.0,33.8,16.0,3.0,12.7,0.0
Севастополь,2016,9,19.8,29.7,10.5,3.2,2.36,0.0
Севастополь,2016,10,12.2,21.2,2.1,3.0,73.02,0.0
Севастополь,2016,11,8.5,24.0,-3.8,3.6,31.52,0.0
Севастополь,2016,12,2.3,10.3,-8.4,4.3,63.16,0.0
Селятин,2016,1,-5.7,8.6,-25.4,1.2,30.41,15.0
Селятин,2016,2,1.1,15.8,-15.2,1.6,31.6,14.0
Селятин,2016,3,1.9,15.8,-10.6,1.6,24.01,7.0
Селятин,2016,4,8.3,22.5,-5.4,1.7,54.3,2.0
Селятин,2016,5,10.3,24.2,-1.1,1.2,114.5,0.0
Селятин,2016,6,16.0,31.6,0.4,1.2,169.44,0.0
Селятин,2016,7,16.7,31.6,4.1,1.2,55.85,0.0
Селятин,2016,8,15.6,28.7,4.6,1.1,62.12,0.0
Селятин,2016,9,12.6,26.4,-0.6,0.8,44.41,0.0
Селятин,2016,10,4.3,20.2,-3.0,1.0,95.73,0.0
Селятин,2016,11,-1.2,13.2,-16.4,0.9,65.66,0.0
Селятин,2016,12,-5.0,7.3,-20.7,1.3,39.06,0.0
Семенівка,2016,1,-8.0,4.0,-22.1,3.1,34.51,11.0
Семенівка,2016,2,0.6,7.7,-8.0,3.4,54.6,4.0
Семенівка,2016,3,2.2,13.1,-9.1,3.0,46.21,4.0
Семенівка,2016,4,9.9,22.4,0.3,2.9,55.9,3.0
Семенівка,2016,5,14.8,26.8,3.4,2.1,86.8,0.0
Семенівка,2016,6,18.6,31.1,4.8,2.1,51.22,0.0
Семенівка,2016,7,20.4,34.0,10.0,2.3,134.83,0.0
Семенівка,2016,8,19.1,30.4,9.0,2.0,59.8,0.0
Семенівка,2016,9,12.6,27.1,2.3,2.1,7.26,0.0
Семенівка,2016,10,5.5,22.7,-4.9,2.5,64.62,0.0
Семенівка,2016,11,-0.7,10.9,-13.2,3.3,30.2,0.0
Семенівка,2016,12,-3.1,4.7,-16.0,3.1,53.88,0.0
Сімферополь,2016,1,0.1,17.2,-15.4,4.4,44.8,4.0
Сімферополь,2016,2,5.9,21.5,-4.2,5.3,39.4,4.0
Сімферополь,2016,3,7.1,21.2,-6.8,4.9,16.5,0.0
Сімферополь,2016,4,12.9,28.6,-0.7,4.3,58.1,0.0
Сімферополь,2016,5,15.2,25.7,6.7,3.9,97.3,0.0
Сімферополь,2016,6,21.4,33.5,8.2,4.1,67.5,0.0
Сімферополь,2016,7,23.3,35.3,14.3,3.9,38.0,0.0
Сімферополь,2016,8,24.6,35.3,11.6,4.1,25.2,0.0
Сімферополь,2016,9,18.0,30.5,6.5,4.2,6.2,0.0
Сімферополь,2016,10,9.8,25.3,0.4,5.4,33.2,0.0
Сімферополь,2016,11,5.9,23.4,-8.4,4.8,41.8,0.0
Сімферополь,2016,12,-1.1,9.2,-12.5,5.1,85.8,16.0
Славське,2016,1,-0.8,-0.8,-0.8,0.0,0.0,0.0
Славське,2016,4,1.0,1.0,1.0,0.0,12.0,1.0
Славське,2016,5,8.7,15.6,1.8,0.5,21.3,0.0
Суми,2016,1,-8.7,3.2,-24.7,3.9,80.0,32.0
Суми,2016,2,0.3,8.8,-8.4,4.3,33.3,19.0
Суми,2016,3,2.4,12.6,-7.8,3.8,50.4,2.0
Суми,2016,4,10.9,24.3,0.9,3.9,47.8,0.0
Суми,2016,5,14.6,25.6,5.4,2.8,111.2,0.0
Суми,2016,6,19.1,30.5,6.9,2.6,63.8,0.0
Суми,2016,7,21.4,35.4,10.8,2.6,70.2,0.0
Суми,2016,8,20.3,34.2,10.8,2.8,121.6,0.0
Суми,2016,9,12.9,28.0,2.3,2.3,3.4,0.0
Суми,2016,10,5.5,23.4,-6.7,3.5,67.6,1.0
Суми,2016,11,-0.3,13.3,-13.4,4.5,67.4,7.0
Суми,2016,12,-4.3,3.8,-16.3,3.8,56.6,17.0
Тернопіль,2016,1,-4.3,8.7,-18.5,4.2,37.7,7.0
Тернопіль,2016,2,2.8,14.7,-3.1,5.0,23.2,1.0
Тернопіль,2016,3,3.8,15.9,-3.9,3.9,23.3,1.0
Тернопіль,2016,4,11.0,24.8,-2.1,4.2,24.2,0.0
Тернопіль,2016,5,14.1,25.5,2.2,3.0,41.6,0.0
Тернопіль,2016,6,19.0,31.4,3.5,3.4,47.9,0.0
Тернопіль,2016,7,20.4,33.0,9.8,3.8,26.5,0.0
Тернопіль,2016,8,19.4,32.5,7.8,3.1,34.9,0.0
Тернопіль,2016,9,16.0,29.0,1.6,2.9,25.7,0.0
Тернопіль,2016,10,6.1,24.0,-2.1,4.6,101.9,0.0
Тернопіль,2016,11,0.7,10.4,-15.8,4.6,71.3,11.0
Тернопіль,2016,12,-1.5,7.2,-15.6,5.6,29.4,13.0
Тетерів (Пісківка),2016,1,-5.5,5.9,-24.0,1.6,46.82,24.0
Тетерів (Пісківка),2016,2,2.2,11.9,-6.5,1.8,56.5,4.0
Тетерів (Пісківка),2016,3,3.6,15.3,-5.8,1.8,37.91,9.0
Тетерів (Пісківка),2016,4,11.6,24.8,-2.8,1.6,30.3,0.0
Тетерів (Пісківка),2016,5,14.9,26.1,3.8,1.3,96.1,0.0
Тетерів (Пісківка),2016,6,20.6,33.4,5.7,1.5,19.61,0.0
Тетерів (Пісківка),2016,7,21.5,34.2,10.1,1.7,62.03,0.0
Тетерів (Пісківка),2016,8,20.0,32.8,7.9,1.3,6.03,0.0
Тетерів (Пісківка),2016,9,14.6,29.0,-0.3,1.1,11.91,0.0
Тетерів (Пісківка),2016,10,6.2,25.0,-4.0,1.8,109.43,0.0
Тетерів (Пісківка),2016,11,1.2,11.7,-11.2,1.9,49.1,0.0
Тетерів (Пісківка),2016,12,-1.5,7.1,-14.4,2.0,46.3,0.0
Турка,2016,1,-4.4,7.2,-21.1,1.9,53.1,0.0
Турка,2016,2,2.4,12.6,-11.7,2.4,66.3,0.0
Турка,2016,3,2.7,14.8,-8.3,1.7,42.0,0.0
Турка,2016,4,8.9,23.8,-5.3,2.0,94.51,3.0
Турка,2016,5,11.2,24.7,0.2,1.1,88.5,0.0
Турка,2016,6,16.4,29.8,-0.2,1.3,67.7,0.0
Турка,2016,7,16.7,28.8,3.5,1.4,116.3,0.0
Турка,2016,8,15.5,27.9,3.0,1.0,42.0,0.0
Турка,2016,9,13.1,26.3,1.1,0.8,45.7,0.0
Турка,2016,10,6.0,21.2,-5.3,1.9,132.3,0.0
Турка,2016,11,2.0,14.9,-10.8,2.3,100.1,0.0
Турка,2016,12,-3.3,2.7,-14.8,2.4,80.8,0.0
Ужгород,2016,1,-1.8,9.0,-14.7,1.6,68.1,7.0
Ужгород,2016,2,5.7,15.4,-4.9,2.6,97.2,0.0
Ужгород,2016,3,6.6,19.9,-4.5,2.1,50.3,0.0
Ужгород,2016,4,12.8,25.6,-0.5,2.6,21.0,0.0
Ужгород,2016,5,15.8,28.9,4.6,1.8,43.3,0.0
Ужгород,2016,6,20.6,33.7,7.1,1.7,49.5,0.0
Ужгород,2016,7,21.4,32.2,8.8,2.0,80.0,0.0
Ужгород,2016,8,20.2,30.7,8.5,2.0,38.8,0.0
Ужгород,2016,9,17.5,30.2,3.3,1.2,60.3,0.0
Ужгород,2016,10,9.2,23.1,-1.7,2.1,149.1,0.0
Ужгород,2016,11,4.5,16.4,-4.8,2.1,53.1,0.7
Ужгород,2016,12,-2.0,4.1,-11.0,1.6,37.6,8.0
Умань,2016,1,-5.6,7.1,-22.6,2.3,74.6,31.0
Умань,2016,2,2.4,13.3,-9.3,2.6,60.4,14.0
Умань,2016,3,4.5,18.2,-3.7,2.3,25.7,2.0
Умань,2016,4,12.3,25.7,-0.1,1.7,26.1,0.0
Умань,2016,5,14.7,25.4,4.6,1.1,116.6,0.0
Умань,2016,6,20.0,31.7,4.8,0.9,74.9,0.0
Умань,2016,7,21.6,33.8,9.7,1.4,15.7,0.0
Умань,2016,8,20.6,33.1,10.7,1.3,26.9,0.0
Умань,2016,9,15.7,29.7,4.8,1.2,6.5,0.0
Умань,2016,10,6.4,23.1,-4.2,2.0,87.8,0.0
Умань,2016,11,1.7,17.7,-6.6,2.3,51.2,1.0
Умань,2016,12,-1.9,7.1,-10.7,2.7,31.9,13.0
Феодосія,2016,1,1.7,14.1,-11.8,2.6,39.81,0.0
Феодосія,2016,2,6.3,17.6,-2.1,3.1,33.91,0.0
Феодосія,2016,3,7.9,16.5,-2.6,2.5,25.67,0.0
Феодосія,2016,4,13.3,23.8,4.0,2.7,11.21,0.0
Феодосія,2016,5,17.1,24.4,9.6,2.1,107.71,0.0
Феодосія,2016,6,23.1,33.8,11.5,2.2,87.61,0.0
Феодосія,2016,7,25.2,34.6,17.7,2.1,65.22,0.0
Феодосія,2016,8,26.4,35.0,14.6,2.1,43.02,0.0
Феодосія,2016,9,19.4,31.1,8.9,2.3,24.33,0.0
Феодосія,2016,10,11.5,23.0,2.4,2.8,16.62,0.0
Феодосія,2016,11,7.0,22.6,-4.9,2.7,21.9,0.0
Феодосія,2016,12,0.8,11.2,-8.4,2.4,50.45,0.0
Харків,2016,1,-7.2,4.9,-23.4,3.8,75.5,36.0
Харків,2016,2,1.0,9.1,-8.4,4.0,26.0,20.0
Харків,2016,3,3.5,12.8,-7.1,3.8,43.2,4.0
Харків,2016,4,12.2,24.3,1.9,4.1,42.5,0.0
Харків,2016,5,15.6,24.8,5.5,3.0,147.6,0.0
Харків,2016,6,20.2,31.8,7.3,2.8,53.7,0.0
Харків,2016,7,22.7,38.4,12.6,2.6,91.5,0.0
Харків,2016,8,22.2,34.0,11.3,3.1,63.3,0.0
Харків,2016,9,14.0,29.1,2.2,2.7,13.9,0.0
Харків,2016,10,6.3,23.4,-6.1,3.8,44.6,0.0
Харків,2016,11,0.4,15.7,-14.0,4.5,87.2,4.0
Харків,2016,12,-4.6,3.8,-17.6,3.9,50.6,23.0
Херсон,2016,1,-3.6,9.1,-18.4,2.6,64.1,7.0
Херсон,2016,2,4.0,17.4,-5.0,3.2,31.9,0.7
Херсон,2016,3,6.3,15.9,-5.8,3.5,19.7,0.0
Херсон,2016,4,12.7,27.5,1.3,3.2,16.2,0.0
Херсон,2016,5,16.2,26.4,7.5,1.9,72.9,0.0
Херсон,2016,6,22.1,35.4,6.7,2.0,35.1,0.0
Херсон,2016,7,24.4,38.1,12.8,2.1,46.9,0.0
Херсон,2016,8,24.6,36.6,11.1,2.7,27.1,0.0
Херсон,2016,9,18.0,30.5,6.3,2.2,33.1,0.0
Херсон,2016,10,8.4,23.0,-2.6,2.5,74.4,0.0
Херсон,2016,11,4.0,18.8,-7.4,3.1,34.6,0.0
Херсон,2016,12,-1.2,9.4,-10.5,3.3,26.5,4.0
Хмільник,2016,1,-4.8,8.8,-21.3,2.1,39.88,0.0
Хмільник,2016,2,2.6,13.6,-3.8,2.3,42.53,0.0
Хмільник,2016,3,3.9,16.2,-4.0,2.2,15.06,0.0
Хмільник,2016,4,12.0,24.8,-0.6,1.9,27.2,0.0
Хмільник,2016,5,14.7,26.3,5.5,1.4,45.01,0.0
Хмільник,2016,6,19.8,30.8,6.6,1.5,89.81,0.0
Хмільник,2016,7,20.6,32.7,10.6,1.7,54.9,0.0
Хмільник,2016,8,19.5,33.0,8.0,1.2,24.5,0.0
Хмільник,2016,9,15.5,29.0,3.2,1.2,4.42,0.0
Хмільник,2016,10,5.8,23.6,-2.8,2.2,96.01,0.0
Хмільник,2016,11,1.0,15.4,-12.2,2.2,67.32,0.0
Хмільник,2016,12,-1.8,7.8,-11.8,2.5,43.33,0.0
Хмельницький,2016,1,-4.5,7.6,-19.5,4.0,35.0,11.0
Хмельницький,2016,2,2.4,14.4,-3.6,4.5,44.7,5.0
Хмельницький,2016,3,3.7,16.2,-5.4,4.0,19.2,0.0
Хмельницький,2016,4,11.7,23.4,0.2,4.0,38.4,0.0
Хмельницький,2016,5,14.4,26.0,3.5,2.8,51.3,0.0
Хмельницький,2016,6,19.3,30.5,7.1,3.0,84.5,0.0
Хмельницький,2016,7,20.3,31.8,10.1,3.2,49.9,0.0
Хмельницький,2016,8,19.6,32.8,9.2,2.6,19.5,0.0
Хмельницький,2016,9,16.3,29.8,3.5,2.2,10.9,0.0
Хмельницький,2016,10,5.9,23.9,-0.8,4.0,141.1,0.0
Хмельницький,2016,11,0.7,10.6,-10.7,4.4,86.1,20.0
Хмельницький,2016,12,-2.0,7.5,-11.8,5.1,39.6,17.0
Хуст,2016,1,-2.6,9.1,-15.1,1.0,121.81,0.0
Хуст,2016,2,5.1,15.0,-3.8,1.1,125.61,0.0
Хуст,2016,3,6.6,19.2,-4.3,1.1,39.6,0.0
Хуст,2016,4,12.9,25.9,0.4,1.4,67.7,0.0
Хуст,2016,5,15.5,29.8,4.8,1.3,81.91,0.0
Хуст,2016,6,20.6,33.4,6.8,1.2,88.8,0.0
Хуст,2016,7,21.1,32.7,9.2,1.3,82.8,0.0
Хуст,2016,8,19.9,31.8,8.8,1.1,61.0,0.0
Хуст,2016,9,16.9,30.0,5.1,0.9,31.5,0.0
Хуст,2016,10,8.7,23.3,-0.4,1.1,101.35,0.0
Хуст,2016,11,3.7,16.6,-4.4,1.2,80.94,0.0
Хуст,2016,12,-3.1,4.9,-12.1,1.1,50.25,0.0
Чаплине,2016,1,-5.3,6.2,-21.7,2.5,75.0,8.0
Чаплине,2016,2,2.3,16.8,-7.0,2.8,18.3,0.0
Чаплине,2016,3,4.6,14.0,-7.0,2.3,46.4,10.0
Чаплине,2016,4,12.5,25.6,0.9,3.9,54.1,0.0
Чаплине,2016,5,15.6,25.4,4.1,1.7,82.4,0.0
Чаплине,2016,6,21.0,32.4,7.8,1.5,40.72,0.0
Чаплине,2016,7,23.6,38.5,12.8,1.8,29.06,0.0
Чаплине,2016,8,23.5,35.0,11.4,1.7,36.59,0.0
Чаплине,2016,9,14.9,29.8,2.6,1.5,31.04,0.0
Чаплине,2016,10,6.4,22.8,-5.8,3.1,50.74,0.0
Чаплине,2016,11,1.8,17.0,-11.5,3.6,45.46,0.0
Чаплине,2016,12,-4.2,4.6,-16.6,2.5,47.24,0.0
Черкаси,2016,1,-6.6,5.2,-23.6,3.7,69.31,42.0
Черкаси,2016,2,1.7,11.6,-10.3,3.7,54.5,24.0
Черкаси,2016,3,4.1,16.4,-5.4,3.7,45.11,10.0
Черкаси,2016,4,12.1,25.8,-0.5,3.3,35.0,0.0
Черкаси,2016,5,15.3,25.2,4.7,2.8,118.8,0.0
Черкаси,2016,6,20.2,31.8,7.0,2.7,75.6,0.0
Черкаси,2016,7,22.0,34.6,10.6,2.7,28.52,0.0
Черкаси,2016,8,20.7,31.8,10.7,3.0,89.71,0.0
Черкаси,2016,9,14.7,30.7,1.8,2.3,2.53,0.0
Черкаси,2016,10,6.5,23.7,-5.7,3.4,127.33,0.0
Черкаси,2016,11,1.5,18.4,-12.0,3.6,47.47,0.0
Черкаси,2016,12,-2.4,7.0,-17.4,3.9,42.96,0.0
Чернігів,2016,1,-7.2,5.3,-23.6,3.2,45.0,24.0
Чернігів,2016,2,1.2,8.9,-5.9,3.8,59.8,6.0
Чернігів,2016,3,3.2,14.0,-5.1,3.5,33.6,3.0
Чернігів,2016,4,11.1,23.5,1.3,3.2,35.8,0.0
Чернігів,2016,5,14.8,26.0,3.5,2.4,143.5,0.0
Чернігів,2016,6,19.5,32.2,7.1,2.0,38.8,0.0
Чернігів,2016,7,21.5,33.2,9.9,2.6,33.6,0.0
Чернігів,2016,8,19.7,32.0,8.9,2.0,54.1,0.0
Чернігів,2016,9,13.9,28.6,3.1,2.1,8.7,0.0
Чернігів,2016,10,6.1,24.2,-3.8,2.6,135.6,7.0
Чернігів,2016,11,0.3,10.9,-15.4,3.5,44.3,5.0
Чернігів,2016,12,-2.2,6.0,-14.2,3.5,58.9,17.0
Чорнобиль,2016,1,-6.2,6.2,-23.4,1.6,50.3,24.0
Чорнобиль,2016,2,1.5,9.6,-6.2,1.8,59.0,9.0
Чорнобиль,2016,3,3.4,15.2,-5.0,1.6,38.1,2.0
Чорнобиль,2016,4,11.1,23.6,-1.9,1.4,52.5,0.0
Чорнобиль,2016,5,14.8,26.7,4.2,0.9,134.5,0.0
Чорнобиль,2016,6,19.8,33.5,4.6,1.0,30.4,0.0
Чорнобиль,2016,7,21.1,33.3,8.5,1.0,66.11,0.0
Чорнобиль,2016,8,19.6,32.2,7.9,0.9,18.81,0.0
Чорнобиль,2016,9,14.3,29.1,1.2,0.8,12.2,0.0
Чорнобиль,2016,10,5.9,25.5,-2.9,1.4,188.31,0.0
Чорнобиль,2016,11,0.8,11.0,-14.3,1.7,42.64,0.0
Чорнобиль,2016,12,-2.0,6.2,-15.2,1.7,66.92,0.0
Чернівці,2016,1,-3.1,11.2,-18.6,2.8,31.6,8.0
Чернівці,2016,2,3.9,19.4,-5.5,3.2,19.5,0.0
Чернівці,2016,3,5.6,21.7,-2.5,2.9,44.1,1.0
Чернівці,2016,4,12.2,25.0,0.4,3.4,18.6,0.0
Чернівці,2016,5,14.8,28.1,3.3,2.7,70.8,0.0
Чернівці,2016,6,19.7,31.4,6.7,2.7,114.8,0.0
Чернівці,2016,7,21.5,33.2,11.4,3.1,34.4,0.0
Чернівці,2016,8,20.1,32.7,11.2,2.8,78.8,0.0
Чернівці,2016,9,17.6,30.9,6.4,2.3,42.7,0.0
Чернівці,2016,10,7.1,24.0,-0.8,3.8,145.1,0.0
Чернівці,2016,11,2.0,18.3,-8.4,3.1,75.4,15.0
Чернівці,2016,12,0.1,12.0,-9.3,3.2,13.2,3.0
Чорноморське,2016,1,0.7,12.4,-17.1,4.9,67.6,17.0
Чорноморське,2016,2,5.9,16.4,-4.7,5.0,222.6,0.0
Чорноморське,2016,3,7.2,19.7,-3.8,4.6,15.3,0.0
Чорноморське,2016,4,12.1,23.2,3.0,4.5,42.2,0.0
Чорноморське,2016,5,15.7,24.1,7.8,3.3,32.3,0.0
Чорноморське,2016,6,21.6,32.8,9.6,3.5,79.7,0.0
Чорноморське,2016,7,24.0,31.2,16.4,3.6,28.0,0.0
Чорноморське,2016,8,24.2,33.9,17.4,3.5,13.4,0.0
Чорноморське,2016,9,19.2,27.0,9.8,3.6,63.0,0.0
Чорноморське,2016,10,10.4,22.2,-2.0,5.1,55.4,0.0
Чорноморське,2016,11,6.6,21.6,-4.8,4.6,27.9,0.0
Чорноморське,2016,12,1.2,9.4,-8.3,5.2,29.1,0.7
Чигирин,2016,1,-5.7,13.9,-23.0,2.5,82.51,28.0
Чигирин,2016,2,1.9,10.2,-7.8,2.8,33.72,12.0
Чигирин,2016,3,4.3,14.9,-4.7,2.2,61.81,6.0
Чигирин,2016,4,12.7,24.3,1.6,2.0,34.1,0.0
Чигирин,2016,5,15.4,25.1,4.0,1.4,93.3,0.0
Чигирин,2016,6,20.4,31.2,8.3,1.4,60.21,0.0
Чигирин,2016,7,22.3,35.4,11.9,1.9,76.32,0.0
Чигирин,2016,8,21.1,32.6,12.5,2.0,108.41,0.0
Чигирин,2016,9,15.3,30.4,3.5,1.5,5.12,0.0
Чигирин,2016,10,6.9,23.3,-5.9,1.7,133.42,0.0
Чигирин,2016,11,1.7,19.0,-9.8,2.0,75.38,0.0
Чигирин,2016,12,-2.2,6.3,-11.7,2.3,31.37,0.0
Чортків,2016,1,-3.9,9.8,-18.9,1.7,37.12,10.0
Чортків,2016,2,3.3,15.5,-3.8,2.3,32.8,1.0
Чортків,2016,3,4.5,18.7,-3.7,1.8,22.8,0.8
Чортків,2016,4,11.6,25.3,-0.8,2.1,73.11,0.0
Чортків,2016,5,14.5,26.5,3.6,1.5,63.5,0.0
Чортків,2016,6,19.4,30.4,4.8,1.7,108.83,0.0
Чортків,2016,7,20.7,31.6,10.6,1.7,33.03,0.0
Чортків,2016,8,19.6,32.0,8.7,1.4,31.33,0.0
Чортків,2016,9,16.7,29.5,3.4,1.3,18.37,0.0
Чортків,2016,10,6.4,24.3,0.1,2.5,133.84,0.0
Чортків,2016,11,1.3,12.3,-11.2,2.3,103.53,0.0
Чортків,2016,12,-1.2,7.6,-10.6,2.6,41.5,0.0
Шепетівка,2016,1,-4.6,7.5,-19.2,2.8,50.1,17.0
Шепетівка,2016,2,2.4,12.1,-4.8,3.6,53.3,7.0
Шепетівка,2016,3,3.6,13.4,-4.2,2.7,29.8,1.0
Шепетівка,2016,4,11.2,25.6,-0.8,2.5,37.7,0.0
Шепетівка,2016,5,14.5,26.3,3.7,1.7,44.7,0.0
Шепетівка,2016,6,19.3,31.2,4.7,1.9,80.3,0.0
Шепетівка,2016,7,20.1,32.0,9.5,1.9,93.4,0.0
Шепетівка,2016,8,19.6,32.5,7.4,1.8,23.5,0.0
Шепетівка,2016,9,15.4,29.2,1.7,1.3,8.2,0.0
Шепетівка,2016,10,6.1,24.4,-2.5,3.2,99.8,0.0
Шепетівка,2016,11,0.8,10.2,-11.6,3.3,92.8,40.0
Шепетівка,2016,12,-1.7,7.8,-14.3,3.0,74.4,22.0
Яготин,2016,1,-6.7,4.3,-21.7,3.0,51.92,25.0
Яготин,2016,2,1.5,11.4,-6.9,3.2,55.8,11.0
Яготин,2016,3,3.9,14.6,-4.0,3.0,27.81,1.0
Яготин,2016,4,12.3,24.6,1.3,2.9,27.21,0.0
Яготин,2016,5,15.4,25.4,4.3,2.1,128.1,0.0
Яготин,2016,6,20.1,30.9,7.9,2.1,69.4,0.0
Яготин,2016,7,22.0,35.4,10.2,2.1,27.02,0.0
Яготин,2016,8,20.8,32.1,10.8,1.8,56.6,0.0
Яготин,2016,9,14.7,29.5,3.5,1.7,11.42,0.0
Яготин,2016,10,6.3,25.1,-2.0,2.8,99.92,0.0
Яготин,2016,11,0.8,14.5,-11.7,3.1,46.19,0.0
Яготин,2016,12,-2.2,6.1,-12.9,2.9,46.7,0.0
Ялта,2016,1,4.0,13.7,-6.5,1.9,92.25,0.0
Ялта,2016,2,7.1,20.5,-0.1,1.9,55.63,0.0
